DATE,Sample ID,Result Parameter Name,Result Value,Result Value Units,Sample Matrix,Measured,Result (ug/L),No_Detect
2023-07-24 00:00:00,S4S-1,"2,3,3',4,5-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',4',5-PeCB",6.42e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4,6-PeCB",0.00010899999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4',6-PeCB",0.00246,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',5,5'-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',5,6-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',5',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,4,4',5-PeCB",2.7499999999999998e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,4,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,4,5,6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,4',5,6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3',4,4',5-PeCB",0.00156,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3',4,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3',4,5,5'-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3',4,5',6-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',4',5'-PeCB",1.81e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3',4,4',5'-PeCB",2.8199999999999998e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3',4',5,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3',4',5',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"3,3',4,4',5-PeCB",6.91e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"3,3',4,5,5'-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,4'-HxCB",0.00039299999999999996,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5-HxCB",0.00243,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5'-HxCB",0.00016199999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,6-HxCB",3.56e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,6'-HxCB",0.000781,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',5,5'-HxCB",3.4200000000000005e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',5,6-HxCB",0.000137,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',5,6'-HxCB",0.000665,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',6,6'-HxCB",0.000261,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',5-HxCB",0.000125,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',5'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',6-HxCB",4.3799999999999994e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',6'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,5,5'-HxCB",0.00037,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,5,6-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,4,5,6'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,5',6-HxCB",9.779999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,6,6'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,4',5,5'-HxCB",0.00029299999999999997,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4',5,6-HxCB",0.0015899999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4',5,6'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,4',5',6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4',6,6'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,5,5',6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,5,6,6'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',4,4',5,5'-HxCB",0.00164,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',4,4',5,6'-HxCB",2.41e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',4,4',6,6'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',4,4',5-HxCB",0.000265,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4,4',5'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4,4',6-HxCB",0.00023099999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4,5,5'-HxCB",1.4999999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4,5,6-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',4,5',6-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',4',5,5'-HxCB",0,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4',5,6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4',5',6-HxCB",0.000163,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',5,5',6-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,4,4',5,6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3',4,4',5,5'-HxCB",9.54e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3',4,4',5',6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"3,3',4,4',5,5'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,4',5-HpCB",0.000432,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,4',6-HpCB",0.000148,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5,5'-HpCB",8.37e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5,6-HpCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5,6'-HpCB",0.000454,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5',6-HpCB",2.06e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,6,6'-HpCB",5.42e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5',6'-HpCB",0.000269,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',5,5',6-HpCB",9.07e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',5,6,6'-HpCB",0.000177,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',5,5'-HpCB",0.000928,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',5,6-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',5,6'-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',5',6-HpCB",0.000319,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',6,6'-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,4,5,5',6-HpCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,5,6,6'-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,4',5,5',6-HpCB",0.000514,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4',5,6,6'-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',4,4',5,5'-HpCB",1.85e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4,4',5,6-HpCB",8.58e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4,4',5',6-HpCB",1.8399999999999997e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,3,3',4,5,5',6-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',4',5,5',6-HpCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,4',5,5'-OcCB",0.000198,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,4',5,6-OcCB",7.85e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,4',5,6'-OcCB",0.00010499999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,4',6,6'-OcCB",3.4399999999999996e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5,5',6-OcCB",0.00023899999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5,5',6'-OcCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5,6,6'-OcCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5',6,6'-OcCB",2.73e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',5,5',6,6'-OcCB",4.6299999999999994e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',5,5',6-OcCB",0.00014099999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,4,4',5,6,6'-OcCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,3,3',4,4',5,5',6-OcCB",0,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,4',5,5',6-NoCB",9.14e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,4',5,6,6'-NoCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-1,"2,2',3,3',4,5,5',6,6'-NoCB",2.05e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Decachlorobiphenyl,0,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Monochloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Dichloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Trichloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Tetrachloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Pentachloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Hexachloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Heptachloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Octachloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Nonachloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total Decachloro Biphenyls,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-1,Total PCBs,,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,2-MoCB,0.00016099999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,3-MoCB,4.46e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,4-MoCB,5.17e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2'-DiCB",0.0021,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3-DiCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,3'-DiCB",0.00022999999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,4-DiCB",7.979999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,4'-DiCB",0.000474,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,5-DiCB",5.8099999999999996e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,6-DiCB",0.000198,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,3'-DiCB",0.000479,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,4-DiCDB",0.000236,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,4'-DiCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,5-DiCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"4,4'-DiCB",0.0006079999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3-TrCB",0.000179,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4-TrCB",0.000821,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',5-TrCB",0.0009549999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',6-TrCB",0.0012,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3'-TrCB",0.00145,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4-TrCB",0.000563,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4'-TrCB",0.00039099999999999996,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,5-TrCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,3,6-TrCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,3',4-TrCB",0.000681,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',5-TrCB",0.00142,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',6-TrCB",0.0014,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,4,4'-TrCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,4,5-TrCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,4,6-TrCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,4',5-TrCB",0.0011799999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,4',6-TrCB",0.000309,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2',3,4-TrCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',5'-TrCB",2.11e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,3',4-TrCB",4.84e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,3',5-TrCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"3,4,4'-TrCB",0.000514,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,4,5-TrCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"3,4',5-TrCB",1.1e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3'-TeCB",0.000979,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4'-TeCB",0.000589,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,5-TeCB",0.000126,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,5'-TeCB",0.00281,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,6-TeCB",0.0005859999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,6'-TeCB",0.000215,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,4'-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,5-TeCB",0.000178,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,5'-CB",0.00312,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,6-TeCB",0.00148,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,6'-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',5,5'-TeCB",0.00581,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',5,6'-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',6,6'-TeCB",8.29e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',4-TeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,3,3',4'-TeCB",0.000632,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',5-TeCB",3.18e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',5'-TeCB",2.16e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',6-TeCB",0.000268,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4,4'-TeCB",0.000278,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4,5-TeCB",0.00316,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4,6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4',5-TeCB",8.099999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4',6-TeCB",0.000628,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,5,6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4,4'-TeCB",0.00178,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4,5-TeCB",6.659999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4,5'-TeCB",7.75e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4,6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4',5TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4',6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',5,5'-TeCB",0.000111,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',5',6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,4,4',5-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,4,4',6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4',5'-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,3',4,4'-TeCB",0.00027,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,3',4,5-TeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"3,3',4,5'-TeCB",5.8399999999999997e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,3',5,5'-TeCB",5.1e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,4,4',5-TeCB",9.23e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',4-PeCB",0.0006969999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',5-PeCB",0.00045799999999999997,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',6-PeCB",0.00182,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,4'-PeCB",0.00124,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,5-PeCB",0.00481,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,6-PeCB",0.00117,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,6'-PeCB",5.179999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4',5-PeCB",0.00848,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,5,5'-PeCB",0.00179,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,5,6-PeCB",0.00034199999999999996,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,5,6'-PeCB",7.379999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,5',6-PeCB",0.00603,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,6,6'-PeCB",4.9999999999999996e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4',5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4',6'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,4',5-PeCB",0.0035499999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,5,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,5,6'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,5',6-PeCB",9.32e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',4,6,6'-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,3,3',4,4'-PeCB",0.0023699999999999997,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',4,5-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,3,3',4',5-PeCB",0.000254,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',4,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',4,6-PeCB",0.000455,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',4',6-PeCB",0.00972,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',5,5'-PeCB",9.349999999999999e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,3',5,6-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,3,3',5',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4,4',5-PeCB",9.829999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4,5,6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3,4',5,6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4,4',5-PeCB",0.0068,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4,5,5'-PeCB",0,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4,5',6-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,3,3',4',5'-PeCB",8.68e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4,4',5'-PeCB",0.000129,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4',5,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,3',4',5',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,3',4,4',5-PeCB",4.76e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"3,3',4,5,5'-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,2',3,3',4,4'-HxCB",0.00246,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',4,5-HxCB",0.020999999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',4,5'-HxCB",0.00104,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',4,6-HxCB",0.00019899999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',4,6'-HxCB",0.00532,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',5,5'-HxCB",0.000245,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',5,6-HxCB",0.000798,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',5,6'-HxCB",0.00575,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,3',6,6'-HxCB",0.0019299999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,4',5-HxCB",0.00075,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,4',5'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,4',6-HxCB",0.000217,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,4',6'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,5,5'-HxCB",0.0038,mg/kg,Soil,,,0
2023-07-24 00:00:00,S4S-2,"2,2',3,4,5,6-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,S4S-2,"2,2',3,4,5,6'-HxCB",,mg/kg,Soil,,,0
