DATE,Sample ID,Result Parameter Name,Result Value,Result Value Units,Sample Matrix,Measured,Result (ug/L),No_Detect
2023-07-24 00:00:00,KIS-3,"2,4,4'-TrCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,4,5-TrCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,4,6-TrCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,4',5-TrCB",0.00075,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,4',6-TrCB",0.000163,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2',3,4-TrCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',5'-TrCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"3,3',4-TrCB",2.33e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"3,3',5-TrCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"3,4,4'-TrCB",0.000401,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"3,4,5-TrCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"3,4',5-TrCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,2',3,3'-TeCB",0.000694,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4'-TeCB",0.000415,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,5-TeCB",2.9699999999999997e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,5'-TeCB",0.00139,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,6-TeCB",0.000155,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,6'-TeCB",5.0299999999999996e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,4'-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,5-TeCB",0.00018199999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,5'-CB",0.000997,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,6-TeCB",0.000148,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,6'-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',5,5'-TeCB",0.00211,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',5,6'-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',6,6'-TeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4-TeCB",1.53e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4'-TeCB",0.00075,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',5-TeCB",6.38e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',5'-TeCB",7.699999999999999e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',6-TeCB",0.000112,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4,4'-TeCB",0.00031099999999999997,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4,5-TeCB",0.00296,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4,6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4',5-TeCB",5.8e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4',6-TeCB",0.0007149999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,5,6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,4'-TeCB",0.00157,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,5-TeCB",3.95e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,5'-TeCB",1.04e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4',5TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4',6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',5,5'-TeCB",1.81e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',5',6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,4,4',5-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,4,4',6-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4',5'-TeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"3,3',4,4'-TeCB",0.00019899999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"3,3',4,5-TeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"3,3',4,5'-TeCB",3.59e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"3,3',5,5'-TeCB",2.14e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"3,4,4',5-TeCB",9.47e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4-PeCB",0.00049,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',5-PeCB",0.00023999999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',6-PeCB",0.000917,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4'-PeCB",0.0007469999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,5-PeCB",0.0028,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,6-PeCB",0.0005239999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,6'-PeCB",3.23e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4',5-PeCB",0.004229999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,5,5'-PeCB",0.000771,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,5,6-PeCB",0.00013,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,5,6'-PeCB",1.6100000000000002e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,5',6-PeCB",0.0028,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,6,6'-PeCB",2.08e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4',5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4',6'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,4',5-PeCB",0.00188,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,5,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,5,6'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,5',6-PeCB",3.01e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,6,6'-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4,4'-PeCB",0.00158,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,5-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4',5-PeCB",0.000153,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,6-PeCB",0.000271,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4',6-PeCB",0.0051199999999999996,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',5,5'-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',5,6-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',5',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4,4',5-PeCB",7.35e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4,5,6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4',5,6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,4',5-PeCB",0.0038499999999999997,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,4',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,5,5'-PeCB",0,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,5',6-PeCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4',5'-PeCB",5.489999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,4',5'-PeCB",8.69e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4',5,5'-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4',5',6-PeCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"3,3',4,4',5-PeCB",1.57e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"3,3',4,5,5'-PeCB",7.48e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,4'-HxCB",0.000856,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5-HxCB",0.00667,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5'-HxCB",0.00036899999999999997,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,6-HxCB",8.049999999999999e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,6'-HxCB",0.0019,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',5,5'-HxCB",7.4e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',5,6-HxCB",0.000288,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',5,6'-HxCB",0.0018299999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',6,6'-HxCB",0.000629,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',5-HxCB",0.000267,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',5'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',6-HxCB",8.51e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',6'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,5,5'-HxCB",0.0010999999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,5,6-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,2',3,4,5,6'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,5',6-HxCB",0.000278,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,6,6'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,2',3,4',5,5'-HxCB",0.000757,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4',5,6-HxCB",0.00428,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4',5,6'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,2',3,4',5',6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4',6,6'-HxCB",4.95e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,5,5',6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,5,6,6'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,2',4,4',5,5'-HxCB",0.0049099999999999994,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,4',5,6'-HxCB",4.6299999999999994e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',4,4',6,6'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4,4',5-HxCB",0.000717,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,4',5'-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,4',6-HxCB",0.00056,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,5,5'-HxCB",2.81e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,5,6-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4,5',6-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4',5,5'-HxCB",2.0899999999999996e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4',5,6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4',5',6-HxCB",0.00041799999999999997,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',5,5',6-HxCB",8.939999999999999e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,4,4',5,6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,4',5,5'-HxCB",0.000252,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3',4,4',5',6-HxCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"3,3',4,4',5,5'-HxCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,4',5-HpCB",0.00141,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,4',6-HpCB",0.00045799999999999997,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5,5'-HpCB",0.000265,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5,6-HpCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5,6'-HpCB",0.0015199999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5',6-HpCB",5.98e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,6,6'-HpCB",0.000194,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5',6'-HpCB",0.0008839999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',5,5',6-HpCB",0.00029,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',5,6,6'-HpCB",0.000625,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',5,5'-HpCB",0.0032199999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',5,6-HpCB",9.55e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',5,6'-HpCB",7.82e-06,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',5',6-HpCB",0.000977,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',6,6'-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,2',3,4,5,5',6-HpCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,5,6,6'-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,2',3,4',5,5',6-HpCB",0.00172,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4',5,6,6'-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4,4',5,5'-HpCB",6.22e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,4',5,6-HpCB",0.000279,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,4',5',6-HpCB",5.9399999999999994e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,3,3',4,5,5',6-HpCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4',5,5',6-HpCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,4',5,5'-OcCB",0.000663,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,4',5,6-OcCB",0.000285,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,4',5,6'-OcCB",0.000385,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,4',6,6'-OcCB",0.00013199999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5,5',6-OcCB",0.0008039999999999999,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5,5',6'-OcCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5,6,6'-OcCB",,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5',6,6'-OcCB",0.000106,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',5,5',6,6'-OcCB",0.00016099999999999998,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',5,5',6-OcCB",0.000493,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,4,4',5,6,6'-OcCB",,mg/kg,Soil,,,1
2023-07-24 00:00:00,KIS-3,"2,3,3',4,4',5,5',6-OcCB",4.48e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,4',5,5',6-NoCB",9.47e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,4',5,6,6'-NoCB",1.9600000000000002e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,"2,2',3,3',4,5,5',6,6'-NoCB",8.45e-05,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,Decachlorobiphenyl,0.000154,mg/kg,Soil,,,0
2023-07-24 00:00:00,KIS-3,Total PCBs,0.08639999999999999,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,3-MoCB,,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,4-MoCB,,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2'-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3'-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,4-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,4'-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,5-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,6-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,3'-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,4-DiCDB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,4'-DiCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"3,5-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"4,4'-DiCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',3-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',4-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',5-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',6-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,3'-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,4-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,4'-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,5-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,6-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3',4-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3',5-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3',6-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,4,4'-TrCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,4,5-TrCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,4,6-TrCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,4',5-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,4',6-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2',3,4-TrCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,3',5'-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,3',4-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,3',5-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,4,4'-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,4,5-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,4',5-TrCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',3,3'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',3,4-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,2',3,4'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',3,5-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',3,5'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',3,6-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',3,6'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',4,4'-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,2',4,5-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',4,5'-CB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',4,6-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',4,6'-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,2',5,5'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',5,6'-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,2',6,6'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,3',4-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,3',4'-TeCB",6.76e-06,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,3,3',5-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,3',5'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,3',6-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,4,4'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,4,5-TeCB",1.85e-05,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,3,4,6-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,3,4',5-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,4',6-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3,5,6-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,3',4,4'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3',4,5-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3',4,5'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3',4,6-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,3',4',5TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,3',4',6-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,3',5,5'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,3',5',6-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,4,4',5-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,4,4',6-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"2,3',4',5'-TeCB",,mg/kg,Soil,,,0
2023-07-12 00:00:00,PPS-1,"3,3',4,4'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,3',4,5-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,3',4,5'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,3',5,5'-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"3,4,4',5-TeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',3,3',4-PeCB",,mg/kg,Soil,,,1
2023-07-12 00:00:00,PPS-1,"2,2',3,3',5-PeCB",,mg/kg,Soil,,,1
